income_declared,income_detected,address_mismatch,device_location,document_authenticity_score,account_balance_pattern,employment_mismatch,rapid_loan_requests,fraud_probability,fraud_flag
36685,52298,0,4,0.77,0.72,1,0,0.206,0
166687,177912,0,1,0.86,0.91,0,0,0.059,0
160034,148248,0,4,0.94,0.83,0,0,0.041,0
123226,128501,0,0,0.55,0.59,0,1,0.327,0
135829,113694,0,3,0.44,0.28,1,0,0.197,0
195667,175026,0,2,0.69,0.19,0,0,0.114,0
129584,126144,0,0,0.67,0.26,0,0,0.092,0
71549,64478,0,0,0.77,0.58,0,1,0.292,0
35873,47585,0,3,0.94,0.55,1,1,0.329,0
27205,11662,0,3,0.54,0.29,1,0,0.315,0
93115,72447,0,1,0.73,0.96,0,1,0.345,0
147508,151077,0,0,0.42,0.92,0,0,0.153,0
25435,26789,0,4,0.85,0.84,1,0,0.056,0
57503,42698,0,0,0.51,0.88,0,0,0.213,0
49468,67473,1,1,0.82,0.74,0,1,0.572,1
192931,194802,0,0,0.87,0.72,0,0,0.036,0
68443,58262,0,3,0.76,0.45,1,0,0.112,0
96510,67870,1,3,0.63,0.48,0,0,0.396,0
100725,119288,0,0,0.57,0.48,0,0,0.172,0
39201,9453,0,1,0.72,0.14,0,0,0.336,0
89366,75337,0,4,0.48,0.56,0,0,0.185,0
33839,39317,0,2,0.79,0.98,0,0,0.109,0
150558,136216,0,3,0.64,0.3,0,0,0.123,0
77043,82823,0,3,0.64,0.53,0,0,0.116,0
53169,33777,0,2,0.59,0.32,0,0,0.23,0
152168,142118,0,1,0.53,0.24,0,0,0.141,0
139541,151954,0,4,0.42,0.54,1,0,0.176,0
58653,43672,0,4,0.64,0.66,0,0,0.179,0
181405,166234,0,0,0.76,0.54,0,0,0.089,0
168944,182237,1,4,0.6,0.26,0,0,0.328,0
115367,97844,0,2,0.72,0.85,0,0,0.123,0
47302,55705,0,2,0.97,0.29,0,0,0.07,0
44381,27088,0,4,0.49,0.24,0,1,0.464,0
70678,54075,0,2,0.68,0.38,1,0,0.162,0
39567,18252,0,4,0.46,0.7,0,0,0.324,0
139149,151728,0,3,0.49,0.3,0,0,0.159,0
180950,151728,0,2,0.83,0.63,0,0,0.099,0
71019,81266,0,2,0.46,0.42,0,0,0.185,0
189041,168394,0,2,0.64,0.67,0,0,0.128,0
46003,48054,0,0,0.99,0.44,0,0,0.018,0
165622,162115,0,3,0.86,0.15,1,0,0.042,0
101137,88818,0,3,0.65,0.11,0,0,0.13,0
29939,26597,0,0,0.65,0.34,0,0,0.127,0
120584,123686,0,3,0.94,0.66,0,0,0.024,0
111040,97916,0,3,0.74,0.64,0,0,0.106,0
92632,76640,0,2,0.49,0.6,0,0,0.188,0
140563,160175,0,0,0.82,0.42,1,0,0.094,0
71804,68933,1,4,0.49,0.8,0,0,0.341,0
162657,164417,0,4,0.95,0.83,0,0,0.016,0
103211,103953,0,1,0.68,0.82,0,0,0.083,0
196555,212514,0,3,0.61,0.62,0,0,0.126,0
179037,166254,0,3,0.53,0.78,0,0,0.142,0
33918,13541,0,0,1.0,0.62,0,0,0.21,0
134742,147693,0,3,0.94,0.4,1,0,0.049,0
110784,102842,0,3,0.89,0.52,0,0,0.053,0
62905,42803,0,1,0.5,0.37,0,0,0.237,0
119069,91612,1,1,0.45,0.76,1,0,0.418,0
110487,126212,0,3,0.96,0.74,0,0,0.06,0
27050,9289,0,1,0.62,0.3,0,0,0.325,0
184972,170859,0,3,0.86,0.4,1,0,0.062,0
123844,141442,0,3,0.51,0.65,0,0,0.172,0
76972,69254,0,0,0.45,0.79,0,0,0.173,0
27602,36810,0,2,0.44,0.41,1,0,0.257,0
45737,18953,0,1,0.88,0.4,0,1,0.435,0
158720,130156,0,0,0.97,0.24,1,0,0.07,0
171399,170039,0,2,0.9,0.67,1,0,0.028,0
187016,171190,0,1,0.82,0.46,1,0,0.075,0
164860,141564,0,0,0.83,0.55,0,0,0.092,0
168189,179368,0,0,0.77,0.14,0,0,0.081,0
24225,5300,0,2,0.46,0.76,1,1,0.608,1
155671,175121,1,2,1.0,0.31,0,0,0.244,0
128932,122833,1,0,0.59,0.2,0,0,0.319,0
22435,6377,0,3,0.43,0.45,0,0,0.393,0
189645,163359,0,3,0.77,0.21,0,0,0.106,0
146659,129307,0,3,0.48,0.34,0,0,0.171,0
148453,124489,0,4,0.85,0.29,0,0,0.094,0
103908,79639,0,3,0.78,1.0,0,0,0.137,0
127874,105506,0,4,0.51,0.9,0,0,0.184,0
186699,202218,0,4,0.53,0.77,0,1,0.347,0
172794,190546,0,1,0.96,0.76,0,0,0.046,0
88359,97414,0,0,0.69,0.39,0,0,0.113,0
193138,174133,0,2,0.89,0.3,0,1,0.262,0
158930,169540,0,0,0.66,0.54,1,0,0.108,0
189628,202716,0,3,0.95,0.92,0,0,0.037,0
128484,133531,0,4,0.88,0.8,0,0,0.044,0
156304,133809,0,1,0.49,0.98,0,0,0.178,0
170013,152520,0,2,0.79,0.75,0,0,0.089,0
114253,88715,0,2,0.63,0.26,0,0,0.171,0
131302,123360,0,3,0.98,0.69,0,0,0.026,0
177121,148899,0,1,0.95,0.21,0,0,0.068,0
67261,75952,0,4,0.97,0.44,0,0,0.053,0
127563,101080,0,0,0.9,0.88,0,0,0.098,0
185844,199126,0,1,0.69,0.86,1,0,0.103,0
145961,125756,0,2,0.62,0.39,0,1,0.343,0
114127,123724,1,0,0.45,0.53,0,0,0.367,0
133272,110512,0,2,0.43,0.7,0,0,0.202,0
92651,80561,0,0,0.9,0.22,0,1,0.271,0
195538,169445,0,3,0.69,1.0,0,0,0.124,0
55552,30122,1,0,0.83,0.99,0,0,0.403,0
33321,40815,0,4,0.63,0.24,0,0,0.171,0
57222,34798,0,3,0.89,0.23,1,0,0.165,0
27472,4238,0,2,0.68,0.47,1,0,0.376,0
35090,46705,0,4,0.6,0.16,0,0,0.216,0
20466,-5198,0,3,0.97,0.68,0,0,0.446,0
70883,65498,0,4,0.85,0.89,0,0,0.064,0
176226,194084,0,2,0.86,0.82,0,0,0.07,0
110049,129535,0,4,0.92,0.29,0,0,0.082,0
169219,184818,0,4,0.58,0.56,0,0,0.137,0
139579,116739,0,3,0.55,0.92,0,0,0.17,0
108481,125004,0,2,0.86,0.64,0,0,0.088,0
64930,84340,0,2,0.67,0.66,1,1,0.387,0
69834,48299,0,2,0.59,0.93,0,0,0.21,0
192483,165676,0,0,0.69,0.6,0,0,0.126,0
48046,24165,0,1,0.74,0.42,0,1,0.439,0
158175,150588,0,0,0.88,0.9,0,0,0.047,0
77182,79670,0,0,0.83,0.54,0,0,0.054,0
194391,208744,0,2,0.71,0.36,0,0,0.098,0
131339,122584,0,1,0.91,0.85,0,0,0.046,0
72259,51515,0,0,0.76,0.17,1,0,0.16,0
184746,185880,0,2,0.57,0.62,0,0,0.11,0
41644,13854,0,1,0.67,0.99,0,1,0.516,0
161762,135077,0,2,0.8,0.13,1,0,0.108,0
51901,67007,0,4,0.94,0.79,0,0,0.117,0
33132,53060,0,4,0.92,0.54,0,0,0.231,0
160864,140483,0,3,0.48,0.54,0,1,0.374,0
85348,99417,0,4,0.66,0.33,0,1,0.343,0
121048,129908,0,2,0.95,0.65,0,0,0.038,0
127096,99417,0,3,0.61,0.8,0,0,0.174,0
185540,191404,0,3,0.55,0.75,0,0,0.124,0
194941,169104,1,3,0.42,0.53,0,0,0.391,0
130796,111678,0,1,0.59,0.46,0,1,0.354,0
165631,146968,0,0,0.7,0.75,0,1,0.314,0
152654,133287,0,1,0.92,0.2,0,1,0.264,0
193791,180995,0,1,0.72,0.53,0,0,0.093,0
135802,141945,0,3,0.66,0.89,0,0,0.101,0
164230,174208,0,3,0.71,0.84,0,0,0.094,0
165107,162029,1,4,0.59,0.25,0,0,0.309,0
172876,149092,0,4,0.61,0.62,0,0,0.146,0
145030,159236,0,2,0.57,0.31,0,0,0.142,0
135372,139022,0,1,0.74,0.21,0,0,0.074,0
113576,118030,0,2,0.77,0.86,1,1,0.271,0
36346,21300,0,1,0.72,0.18,0,0,0.215,0
166251,139067,0,4,0.97,0.24,1,0,0.065,0
188268,190486,0,2,0.45,0.96,0,0,0.142,0
128852,138261,0,1,0.98,0.79,1,1,0.231,0
77279,85579,0,1,0.85,0.74,0,1,0.275,0
91609,65690,0,0,0.48,0.69,0,0,0.229,0
112577,113671,0,3,0.69,0.48,0,0,0.081,0
111775,94319,0,0,0.78,0.79,0,0,0.11,0
126543,135136,0,4,0.47,0.27,0,0,0.156,0
180994,164313,0,0,0.65,0.42,1,0,0.12,0
46175,17139,0,3,0.41,0.96,0,0,0.368,0
139212,111167,0,0,0.85,0.94,0,0,0.108,0
51141,29595,0,1,0.9,0.35,0,0,0.172,0
118970,121738,0,2,0.54,0.18,0,0,0.123,0
162994,180501,0,2,0.51,0.1,1,1,0.36,0
101147,71419,0,2,0.87,0.85,1,0,0.135,0
35706,46751,0,1,0.55,0.54,0,0,0.221,0
198787,184605,1,3,0.65,0.55,1,1,0.512,0
48050,49253,0,1,0.91,0.96,1,0,0.031,0
37302,34774,0,3,0.55,0.58,0,0,0.136,0
43158,51227,0,4,0.42,0.33,0,0,0.21,0
36953,18790,0,3,0.64,0.85,0,1,0.462,0
25240,40764,0,4,0.54,0.28,0,0,0.33,0
118897,136754,0,0,0.41,0.33,0,0,0.2,0
144741,122211,0,1,0.4,0.36,0,0,0.204,0
184160,202623,0,4,0.54,0.3,0,0,0.15,0
107770,112294,0,3,0.62,0.73,0,0,0.11,0
179752,187017,0,1,0.43,0.97,0,0,0.157,0
197724,176291,0,2,0.69,0.75,0,0,0.115,0
76589,83645,0,1,0.69,0.52,0,0,0.11,0
106129,105576,0,1,0.62,0.35,1,1,0.297,0
155904,169695,0,1,0.71,0.89,0,0,0.103,0
84896,61804,0,0,0.68,0.3,0,0,0.175,0
88969,72334,0,0,0.55,0.34,0,0,0.178,0
164555,149869,1,2,0.97,0.2,1,0,0.239,0
154695,157139,0,4,0.54,0.29,1,0,0.121,0
63480,65255,0,4,0.99,0.44,0,0,0.012,0
153863,152486,0,3,0.8,0.19,0,0,0.053,0
86426,95661,0,0,0.41,0.86,0,1,0.385,0
74818,79151,0,4,0.44,0.35,0,0,0.16,0
114691,125409,0,0,0.51,0.64,0,0,0.155,0
100105,110836,0,3,0.82,0.1,0,1,0.283,0
178885,196043,0,3,0.47,0.68,0,0,0.166,0
164305,161903,0,3,0.99,0.97,0,1,0.208,0
74845,54657,0,0,0.78,0.78,0,0,0.149,0
155676,148487,1,3,0.45,0.18,0,0,0.354,0
29165,1148,0,1,0.73,0.9,0,0,0.404,0
103501,101523,0,4,0.53,0.48,0,0,0.124,0
189981,169393,0,2,0.45,0.63,0,0,0.175,0
161947,174074,0,1,0.55,0.15,0,0,0.139,0
138979,144038,0,2,0.96,0.5,0,1,0.223,0
31054,16339,0,4,0.6,0.81,0,1,0.466,0
110202,105077,0,0,0.4,0.28,1,0,0.166,0
59921,67657,0,2,0.54,0.25,0,0,0.16,0
141618,154932,0,4,0.97,0.7,0,0,0.04,0
83862,56027,0,1,0.43,0.31,0,0,0.259,0
62378,67721,0,4,0.99,0.7,0,0,0.032,0
106898,104802,0,0,0.48,0.52,0,0,0.137,0
55093,45538,0,0,0.92,0.41,0,0,0.081,0
166467,178012,0,4,0.86,0.55,0,1,0.259,0
54332,54201,0,4,0.45,0.99,0,0,0.138,0
105681,90674,0,2,0.79,0.37,0,0,0.102,0
38402,44200,0,3,0.42,0.67,0,1,0.398,0
119430,135175,0,1,0.79,0.66,0,0,0.099,0
162739,154637,0,4,0.95,0.7,0,1,0.23,0
62730,38069,0,1,0.75,0.79,1,1,0.4,0
155205,151856,0,3,0.77,0.26,0,0,0.065,0
126534,103466,0,4,0.97,0.81,0,0,0.071,0
103628,117937,0,4,0.6,0.8,0,0,0.148,0
74005,49373,0,2,0.78,0.6,0,0,0.171,0
47961,23690,0,0,0.94,0.57,0,0,0.192,0
169580,141043,0,3,0.71,0.68,0,0,0.131,0
130429,125528,0,3,0.91,0.81,0,1,0.236,0
106003,91200,0,4,0.67,0.56,0,0,0.131,0
89039,60107,0,1,0.9,0.6,0,0,0.139,0
122844,130708,0,0,0.5,0.84,0,0,0.147,0
24316,-1406,0,0,0.64,0.19,0,0,0.46,0
86616,89166,0,2,0.77,0.65,0,0,0.068,0
165393,139745,0,1,0.56,0.56,0,0,0.164,0
77297,91721,1,3,0.6,0.97,0,0,0.365,0
149183,150770,0,2,1.0,0.3,0,0,0.004,0
170343,177048,0,2,0.86,0.15,0,0,0.049,0
176853,193184,0,1,0.87,0.89,0,1,0.265,0
83938,56817,0,1,0.96,0.81,0,0,0.123,0
182836,167820,0,4,0.81,0.88,0,0,0.076,0
190059,172570,0,0,0.74,0.52,0,0,0.097,0
113651,99169,0,4,0.47,0.76,0,0,0.177,0
96965,94669,0,2,0.94,0.41,0,0,0.023,0
86445,71755,0,3,0.65,0.73,0,0,0.147,0
20762,-2710,0,4,0.77,0.69,1,0,0.453,0
93101,102336,0,3,0.89,0.8,0,1,0.262,0
93780,71070,0,0,0.81,0.92,0,0,0.132,0
197453,172217,0,1,0.95,0.79,0,0,0.057,0
120969,121334,0,0,0.96,0.13,1,0,0.011,0
63020,46523,1,1,0.81,0.35,0,0,0.339,0
162893,165648,0,1,0.61,0.93,0,0,0.103,0
153133,146992,1,2,0.75,0.46,0,1,0.477,0
111841,128785,0,2,0.87,0.32,1,0,0.086,0
141868,145616,1,0,0.5,0.79,0,0,0.334,0
199248,205935,0,4,0.93,0.43,0,0,0.029,0
87387,65920,0,1,0.43,0.77,0,0,0.228,0
74729,77290,0,1,0.43,0.74,1,0,0.154,0
95573,94964,1,0,0.75,0.57,0,0,0.265,0
180897,157047,0,2,0.67,0.98,0,0,0.129,0
199217,173032,0,4,0.86,0.15,0,0,0.081,0
66882,39585,0,4,0.62,0.77,0,0,0.238,0
56771,27831,0,4,0.73,0.79,0,0,0.246,0
155264,139857,0,2,0.85,0.8,0,0,0.072,0
128525,148105,0,1,0.61,0.91,0,0,0.151,0
105241,120278,0,3,0.97,0.6,0,0,0.058,0
147417,150428,0,0,0.71,0.6,0,0,0.08,0
85170,85337,0,4,0.8,0.88,0,0,0.051,0
199322,170207,1,4,0.65,0.87,0,0,0.339,0
82738,97465,0,0,0.45,0.62,0,0,0.2,0
61004,31878,0,4,0.73,0.24,1,0,0.235,0
52058,34397,0,4,0.47,0.9,0,0,0.251,0
69345,46536,0,2,0.98,0.81,0,0,0.12,0
31980,22290,0,2,0.89,0.24,0,0,0.134,0
20163,19595,0,1,0.55,0.67,0,0,0.122,0
77803,94302,0,3,0.79,0.25,0,0,0.127,0
125363,132177,0,2,0.75,0.98,0,0,0.082,0
130072,119243,0,1,0.79,0.95,0,0,0.082,0
142335,113271,0,2,0.89,0.99,1,0,0.099,0
143515,159380,0,4,0.77,0.82,0,0,0.096,0
33260,52377,0,0,0.51,0.38,0,1,0.524,0
144035,138330,1,4,0.68,0.8,0,1,0.494,0
63819,64695,0,3,0.59,0.48,0,0,0.107,0
132629,126921,0,4,0.59,0.35,0,0,0.118,0
21048,39278,0,4,0.73,0.86,1,1,0.571,1
90100,60684,0,4,0.69,0.53,1,0,0.192,0
32298,34848,0,1,0.52,0.79,0,0,0.148,0
22029,5769,0,1,0.57,0.7,0,0,0.366,0
156898,172142,0,1,0.62,0.82,0,1,0.329,0
50822,26554,0,3,0.98,0.48,0,0,0.172,0
159240,148045,0,2,0.62,0.17,1,0,0.12,0
127608,137399,0,3,0.44,0.28,0,0,0.167,0
173893,176451,0,1,0.75,0.87,0,0,0.068,0
71888,89006,0,0,0.45,0.18,0,0,0.221,0
95110,67215,0,1,0.79,0.14,0,0,0.155,0
102697,120030,0,4,0.77,0.62,0,0,0.117,0
167039,169141,0,4,0.97,0.69,0,1,0.212,0
41243,49055,1,2,0.81,0.43,0,1,0.514,0
30372,41117,1,4,0.51,0.36,1,1,0.646,1
134581,151464,1,3,0.51,0.97,0,0,0.366,0
30570,48895,0,2,0.44,0.42,0,0,0.35,0
94994,92310,0,3,0.75,0.22,1,0,0.072,0
24282,26642,0,4,0.76,0.99,0,1,0.294,0
161525,165866,0,2,0.58,0.66,0,0,0.114,0
114300,108075,0,2,0.48,0.54,0,1,0.349,0
84348,85334,0,2,0.57,0.84,0,0,0.112,0
75258,52606,0,0,0.8,0.91,0,0,0.155,0
83070,74761,0,2,0.81,0.79,0,1,0.283,0
53758,68735,0,0,0.79,0.52,0,0,0.15,0
90220,63906,0,2,0.88,0.41,0,0,0.132,0
131510,107830,0,0,0.42,0.16,0,0,0.208,0
193470,188116,1,4,0.55,0.81,0,0,0.322,0
27472,12485,0,0,0.85,0.86,0,0,0.228,0
129522,146349,0,2,0.6,0.71,0,0,0.145,0
147580,119100,0,4,0.53,0.26,0,0,0.185,0
178478,181283,0,0,0.61,0.22,1,0,0.103,0
198126,177543,0,3,0.54,0.38,0,1,0.351,0
195513,186064,0,2,0.86,0.16,0,0,0.052,0
30284,29134,0,3,0.58,0.65,1,1,0.318,0
182161,167040,0,2,0.91,0.39,0,0,0.052,0
48166,39231,0,2,0.47,0.9,0,0,0.197,0
46820,36785,0,2,0.76,0.37,0,0,0.135,0
159170,130307,0,1,0.7,0.19,0,0,0.138,0
58379,47779,0,1,0.47,0.11,0,0,0.196,0
197614,181569,0,0,0.62,0.76,1,0,0.123,0
81046,61208,0,4,0.87,0.25,1,0,0.118,0
33294,18958,0,4,0.62,0.48,0,0,0.246,0
187101,181983,0,2,0.61,0.16,0,1,0.307,0
39503,45983,1,4,0.51,0.95,0,0,0.38,0
145723,145443,0,1,0.92,0.26,0,0,0.021,0
115672,135511,0,1,0.61,0.58,0,0,0.158,0
192248,185229,0,4,0.89,0.39,0,1,0.24,0
197888,182915,0,4,0.41,0.64,0,1,0.374,0
57987,55572,0,1,0.41,0.52,0,0,0.162,0
183998,172850,0,4,0.78,0.44,0,0,0.076,0
110155,112486,0,2,0.49,0.55,0,0,0.135,0
112199,107305,0,4,0.77,0.89,0,0,0.073,0
188418,162079,0,2,0.5,0.18,0,0,0.174,0
23473,31076,0,1,0.73,0.86,0,0,0.181,0
191416,165198,1,2,0.6,0.67,0,0,0.348,0
164307,165805,0,4,0.84,0.35,0,0,0.043,0
89113,73739,0,1,0.42,0.26,0,0,0.205,0
90600,99978,0,1,0.85,0.31,1,0,0.074,0
87056,62442,0,3,0.81,0.59,0,0,0.146,0
57334,31945,0,3,0.58,0.12,0,0,0.26,0
165684,146614,0,3,0.71,0.17,0,0,0.113,0
115412,119291,0,2,0.56,0.82,0,0,0.122,0
189661,169724,1,1,0.91,0.72,0,0,0.259,0
163033,165368,1,0,0.71,0.58,0,0,0.278,0
129742,117702,0,3,0.87,0.88,0,0,0.065,0
162937,136424,0,4,0.79,0.63,0,0,0.109,0
196656,193467,0,2,0.68,0.2,1,1,0.286,0
43367,55402,0,0,0.96,0.33,0,0,0.107,0
85490,94462,1,0,0.76,0.84,0,0,0.297,0
58771,74151,0,1,0.83,0.17,0,0,0.134,0
82583,83430,0,1,0.59,0.85,0,1,0.306,0
118469,104469,0,1,0.46,0.75,0,0,0.176,0
137054,147212,0,4,0.61,0.22,0,0,0.123,0
198728,195216,0,0,0.83,0.41,0,1,0.249,0
36741,9327,1,3,0.58,0.74,0,0,0.566,1
63231,42745,0,4,0.74,0.18,0,1,0.378,0
71811,43754,0,2,0.53,0.46,0,1,0.454,0
193876,189275,0,0,0.73,0.96,1,1,0.276,0
95128,87430,0,0,0.79,0.97,0,0,0.081,0
178649,176577,0,2,0.52,0.45,0,0,0.124,0
51325,61635,1,2,0.44,0.17,0,0,0.41,0
173906,169199,0,2,0.55,0.99,0,0,0.122,0
112021,109476,0,1,0.95,0.64,0,1,0.22,0
146044,142166,0,2,0.67,0.9,0,1,0.292,0
128081,121780,0,2,0.85,0.81,0,1,0.255,0
191097,196770,0,1,0.84,0.59,0,0,0.05,0
143780,126856,0,2,0.71,0.45,0,1,0.314,0
132560,114520,0,1,0.72,0.31,0,0,0.118,0
162829,138742,1,4,0.89,0.89,0,0,0.279,0
103232,89685,0,4,0.56,0.88,0,1,0.356,0
42047,22171,0,2,0.92,0.31,0,0,0.185,0
198058,206944,0,3,0.92,0.76,1,0,0.036,0
77214,85532,0,2,0.99,0.67,0,0,0.04,0
40581,21663,1,3,0.85,0.37,0,0,0.401,0
49905,33661,0,3,0.48,0.53,0,0,0.244,0
55773,45903,0,2,0.72,0.38,0,0,0.132,0
198997,204486,0,1,0.88,0.45,0,0,0.04,0
121389,128746,0,0,0.9,0.63,1,0,0.046,0
34949,51942,0,0,0.53,0.89,0,0,0.288,0
158966,145519,0,0,0.54,0.94,0,0,0.145,0
152030,146557,0,0,0.63,0.64,0,0,0.105,0
140298,118001,0,0,0.46,0.5,0,1,0.391,0
132358,140341,0,1,0.58,0.37,1,0,0.126,0
32814,20760,0,0,0.82,0.92,0,0,0.174,0
115380,91239,0,4,0.71,0.5,0,0,0.146,0
38333,31204,0,3,0.53,0.23,0,1,0.383,0
174913,169012,0,1,0.92,0.46,0,0,0.032,0
101361,114007,0,3,0.54,0.69,0,0,0.159,0
93858,88684,1,1,0.62,0.29,0,0,0.314,0
31361,26249,0,2,0.89,0.28,0,0,0.085,0
59550,75629,0,3,0.77,0.89,0,0,0.152,0
39746,54189,0,0,0.49,0.56,0,0,0.255,0
82410,85853,0,4,0.45,0.29,0,0,0.152,0
30262,3357,0,0,0.53,0.79,0,0,0.429,0
172973,146012,0,0,0.78,0.34,0,0,0.11,0
129032,134637,0,0,0.67,0.28,1,0,0.098,0
114688,92104,0,0,0.65,0.63,1,0,0.156,0
105956,83054,0,3,0.91,0.33,0,0,0.098,0
49108,43200,1,4,0.82,0.27,0,1,0.487,0
54139,36838,0,3,0.55,0.36,0,0,0.224,0
86809,76231,0,1,0.55,0.24,1,0,0.155,0
147866,137855,1,4,0.6,0.97,0,0,0.324,0
121990,117398,0,3,0.97,0.6,0,1,0.221,0
95901,79467,0,2,0.69,0.5,0,0,0.137,0
183924,163378,0,4,0.9,0.88,1,0,0.064,0
148916,151497,0,0,0.73,0.88,1,0,0.074,0
56338,27638,0,0,0.95,0.57,1,0,0.191,0
122001,92678,0,0,0.42,0.76,0,0,0.229,0
95977,75441,0,2,0.78,0.22,1,0,0.13,0
94121,70427,0,0,0.72,0.95,0,0,0.158,0
171183,147968,0,0,0.69,0.41,0,0,0.125,0
41872,30193,0,2,0.42,0.68,0,0,0.243,0
194222,183841,0,2,0.58,0.85,0,1,0.324,0
196878,174650,0,1,0.5,0.43,0,1,0.365,0
99087,99747,0,3,0.43,0.68,0,0,0.145,0
89714,108337,0,2,0.83,0.5,0,0,0.115,0
130320,132540,0,0,0.95,0.39,0,0,0.018,0
143615,157451,0,4,0.55,0.76,0,1,0.346,0
103971,95583,0,0,0.91,1.0,0,0,0.051,0
36388,35960,0,0,0.96,0.46,0,0,0.014,0
22282,8155,0,2,0.82,0.92,0,0,0.267,0
63575,60141,0,3,0.4,0.12,0,0,0.169,0
130506,134362,0,3,0.9,0.79,0,1,0.235,0
105093,81064,0,2,0.81,0.59,0,0,0.128,0
22194,1539,0,2,0.53,0.19,0,0,0.443,0
179519,165521,1,3,0.69,0.6,0,1,0.505,0
88558,64218,0,4,0.87,0.83,0,1,0.329,0
39648,31039,0,0,0.47,0.76,1,0,0.208,0
133238,117559,0,3,0.99,0.1,0,0,0.044,0
62059,41740,0,1,0.97,0.69,0,1,0.322,0
49247,49218,0,0,0.94,0.89,0,1,0.215,0
196252,178933,0,1,0.67,0.29,0,0,0.113,0
160806,165927,0,0,0.47,0.63,0,0,0.144,0
177533,178171,1,4,0.84,0.18,0,0,0.241,0
61398,34732,1,4,0.65,0.46,0,0,0.44,0
174155,174340,0,3,0.48,0.42,0,0,0.13,0
91173,75320,0,2,0.59,0.87,0,0,0.163,0
150625,128365,0,3,0.74,0.23,0,0,0.117,0
143505,144498,1,4,0.48,0.42,0,0,0.332,0
192902,188352,0,4,0.68,0.21,0,0,0.088,0
169183,139591,0,1,0.87,0.81,0,0,0.094,0
136730,111638,0,3,0.83,0.52,0,0,0.107,0
97780,77048,0,2,0.91,0.87,0,1,0.297,0
170869,180525,0,2,0.52,0.39,0,0,0.14,0
67601,63604,0,2,0.81,0.3,0,0,0.068,0
77678,58900,0,2,0.75,0.16,0,0,0.147,0
191045,207518,0,4,0.72,0.32,0,1,0.3,0
160755,153205,0,0,0.84,0.8,0,0,0.056,0
81180,100295,0,4,0.52,0.97,0,1,0.402,0
83398,68626,0,1,0.43,0.79,0,0,0.204,0
64968,47927,0,1,0.54,0.89,1,0,0.207,0
193375,174066,0,3,0.9,0.77,0,1,0.26,0
43079,30645,0,0,0.96,0.87,1,0,0.111,0
77228,66967,0,2,0.53,0.79,1,0,0.164,0
115870,131582,0,2,0.73,0.47,0,0,0.115,0
162446,169959,0,4,0.74,0.61,0,0,0.081,0
124264,126164,0,3,0.92,0.92,0,0,0.025,0
164558,152680,1,3,0.59,0.3,0,0,0.328,0
175410,151152,0,2,0.69,0.17,0,0,0.126,0
33671,16585,0,4,0.87,0.12,0,0,0.21,0
159858,166891,0,2,0.67,0.51,0,0,0.098,0
88165,98087,0,2,0.96,0.56,0,0,0.049,0
190535,194836,1,3,0.62,0.37,0,0,0.303,0
158729,145749,0,1,0.99,0.44,0,0,0.031,0
32811,42790,0,3,0.47,0.82,1,0,0.239,0
69201,52090,0,0,0.82,0.12,0,0,0.132,0
100897,115733,0,1,0.61,0.48,0,0,0.149,0
123513,128069,0,0,0.68,0.24,0,0,0.093,0
151302,148874,0,1,0.93,0.76,0,0,0.023,0
190960,167512,1,1,0.88,0.94,1,0,0.273,0
164242,176997,0,3,0.65,0.48,0,0,0.115,0
91548,64583,0,1,0.64,1.0,0,0,0.193,0
151371,139207,0,2,0.73,0.97,0,0,0.096,0
74814,68418,0,2,0.47,0.43,1,0,0.162,0
78654,50732,0,0,0.93,0.14,0,0,0.142,0
55877,63740,0,3,0.77,0.12,0,1,0.307,0
172213,166552,0,2,0.7,0.62,0,1,0.287,0
47167,24233,0,0,0.63,0.62,0,0,0.263,0
184017,157837,1,0,0.41,0.45,0,0,0.397,0
165043,174019,1,1,0.56,0.72,1,1,0.529,0
128669,109501,0,1,0.66,0.74,0,0,0.137,0
63818,57315,0,4,0.61,0.42,1,0,0.133,0
95949,88278,0,4,0.41,0.37,0,0,0.175,0
78136,96192,0,4,0.88,0.83,1,0,0.111,0
141840,133759,0,0,0.85,0.44,0,0,0.057,0
149740,145301,0,0,0.72,0.12,0,0,0.08,0
53298,46634,0,4,0.46,0.34,0,1,0.379,0
177801,194488,0,0,0.5,0.77,0,0,0.158,0
188716,164078,0,3,0.7,0.44,0,0,0.121,0
138031,154798,0,3,0.63,0.96,0,0,0.135,0
148244,123602,0,0,0.42,0.3,1,0,0.203,0
124590,103794,0,3,0.46,0.45,0,0,0.193,0
98509,107207,0,2,0.96,0.19,0,0,0.041,0
99209,99328,0,0,0.6,0.83,1,0,0.1,0
155665,159166,0,4,0.9,0.95,1,0,0.033,0
116985,95803,0,0,0.69,0.56,0,1,0.341,0
194607,177264,0,2,0.88,1.0,0,1,0.261,0
185587,203993,0,0,0.67,0.91,1,1,0.317,0
155237,148810,0,2,0.42,0.41,1,0,0.159,0
167943,181202,0,4,0.81,0.71,0,0,0.075,0
106552,76706,1,4,0.77,0.3,0,0,0.356,0
51851,63359,0,1,0.72,0.74,0,0,0.148,0
140108,133168,0,2,0.67,0.94,0,0,0.1,0
122591,140418,1,2,0.58,0.46,0,1,0.556,1
21689,-111,0,0,0.78,0.47,0,0,0.407,0
35581,35993,0,3,0.65,0.18,0,0,0.092,0
37405,7727,0,0,0.82,0.49,0,0,0.323,0
