age,monthly_income,debt_to_income_ratio,credit_utilization,number_of_existing_loans,years_in_job,credit_history_length,repayment_history_score,loan_amount,loan_tenure,account_balance,income_stability_score,pd_score,default
28,115626,0.84,0.89,0,5,6,0.72,1160849,12,95590,0.65,0.648,1
59,38870,1.9,0.42,2,0,14,0.53,886910,60,168293,0.9,0.736,1
28,41754,1.22,0.63,0,4,7,0.69,612161,12,326046,0.93,0.602,1
28,41739,2.06,0.36,1,11,2,0.95,1034156,12,443872,0.3,0.791,1
54,88153,0.13,0.37,2,6,9,0.71,142224,24,187639,0.95,0.23,0
36,78234,0.57,0.84,1,1,9,0.57,538976,24,73688,0.32,0.659,1
33,49669,1.89,0.87,1,1,2,0.91,1127419,60,424863,0.9,0.815,1
43,31724,1.59,0.28,1,6,10,0.67,606088,60,26674,0.79,0.604,1
32,62381,0.86,0.61,0,4,8,0.67,643405,24,312298,0.36,0.622,1
47,187883,0.52,0.29,1,13,13,0.48,1175152,36,130466,0.85,0.366,0
42,44820,1.78,0.43,2,5,4,0.48,958862,24,218805,0.9,0.72,1
52,173761,0.08,0.65,3,2,6,0.66,157971,24,33253,0.72,0.372,0
47,31454,3.01,0.83,1,8,10,0.88,1137738,24,348084,0.75,1.0,1
22,79513,0.25,0.15,3,4,13,0.55,235524,24,437620,0.61,0.283,0
53,113594,0.16,0.75,2,13,2,0.4,212135,24,182693,0.32,0.558,0
46,152085,0.03,0.68,1,7,11,0.83,58518,12,58838,0.32,0.416,0
48,148779,0.14,0.78,0,1,13,0.53,251642,48,231227,0.32,0.538,0
39,24389,1.18,0.85,3,6,6,0.63,345631,24,76486,0.9,0.686,1
25,20245,4.17,0.16,1,10,7,0.49,1013597,24,302376,0.52,1.0,1
53,65027,0.09,0.81,0,2,6,0.69,68354,12,119447,0.32,0.504,0
40,78551,0.63,0.29,2,5,9,0.54,598220,60,141427,0.74,0.403,0
50,89056,0.64,0.54,0,3,14,0.58,686107,60,295772,0.52,0.529,0
28,178041,0.49,0.38,1,6,4,0.52,1047754,36,431168,0.62,0.428,0
58,95367,0.67,0.36,2,4,9,0.42,768144,36,110165,0.56,0.497,0
37,76735,1.14,0.52,2,6,3,0.8,1047794,48,243185,0.97,0.513,0
21,96376,0.87,0.78,2,11,3,0.87,1011860,12,24292,0.63,0.59,0
23,56363,0.82,0.41,2,9,10,0.51,555120,12,357346,0.55,0.536,0
46,191673,0.27,0.65,2,8,7,0.62,610889,24,22820,0.67,0.437,0
51,59117,0.88,0.72,3,4,8,0.42,622135,48,475525,0.68,0.652,1
28,99341,0.18,0.84,3,11,11,0.89,218710,12,250300,0.45,0.471,0
28,30913,0.25,0.56,0,13,11,0.71,90994,48,485428,0.5,0.417,0
55,182672,0.03,0.13,1,8,12,0.93,68706,36,456144,0.68,0.131,0
59,175543,0.13,0.26,0,8,13,0.61,267697,36,5173,0.44,0.314,0
48,80103,0.4,0.34,2,9,4,0.76,384745,24,156697,0.51,0.365,0
24,29178,1.82,0.81,2,5,14,0.52,637316,24,8728,0.81,0.872,1
36,168415,0.42,0.82,0,7,7,0.74,850949,60,22950,0.98,0.448,0
33,153324,0.35,0.87,3,8,13,0.58,642861,12,461923,0.89,0.498,0
40,188092,0.38,0.53,2,7,5,0.6,847600,12,336213,0.59,0.442,0
25,41918,0.72,0.67,1,11,7,0.74,361934,60,29915,0.65,0.536,0
57,41310,1.07,0.45,1,5,14,0.68,528070,12,51942,0.36,0.617,1
40,85834,0.73,0.11,3,14,14,0.63,748312,12,343539,0.33,0.429,0
44,145065,0.66,0.72,0,11,6,0.58,1143820,24,373555,0.41,0.619,1
56,110811,0.05,0.89,1,10,2,0.95,69343,48,194247,0.51,0.432,0
54,81482,0.32,0.6,1,14,8,0.89,309031,36,387538,0.47,0.418,0
54,51023,1.31,0.27,1,7,7,0.71,799997,36,497226,0.51,0.578,0
39,108359,0.7,0.69,2,9,13,0.42,903980,36,470732,0.57,0.618,1
37,101185,0.34,0.31,2,6,10,0.76,414452,12,159522,0.87,0.268,0
25,52109,0.83,0.65,3,0,5,0.91,521525,60,81230,0.95,0.463,0
45,137104,0.71,0.55,1,8,1,0.64,1174618,60,51555,0.72,0.498,0
38,146954,0.43,0.62,1,3,2,0.45,750614,36,301459,0.54,0.526,0
28,168608,0.28,0.42,2,8,9,0.48,563681,24,338973,0.33,0.455,0
47,86834,0.5,0.46,0,8,2,0.71,522053,60,21758,0.56,0.432,0
35,183072,0.12,0.78,3,7,4,0.71,273200,24,24767,0.75,0.411,0
33,74359,0.64,0.11,3,14,1,0.69,572446,12,18250,0.46,0.368,0
36,108279,0.71,0.23,1,14,12,0.71,918986,12,451159,0.98,0.32,0
42,91136,0.72,0.47,3,9,10,0.62,791969,48,380417,0.53,0.514,0
40,129674,0.63,0.88,3,5,2,0.44,975404,12,480306,0.52,0.674,1
33,197964,0.18,0.19,3,0,8,0.82,423789,12,11987,0.41,0.266,0
40,192514,0.14,0.21,1,6,4,0.79,329858,24,135310,0.86,0.178,0
22,111159,0.46,0.15,1,13,6,0.68,615828,60,170259,0.33,0.366,0
55,101127,0.86,0.83,3,3,13,0.77,1041768,60,82403,0.41,0.67,1
39,90699,0.34,0.54,3,11,4,0.92,367020,36,464996,0.48,0.394,0
57,71517,0.07,0.15,2,6,1,0.95,63589,24,178473,0.78,0.124,0
26,30382,0.48,0.52,2,4,10,0.55,175100,24,308904,0.89,0.414,0
34,191935,0.34,0.18,1,14,11,0.95,786671,48,402763,0.35,0.288,0
24,134390,0.21,0.34,0,7,14,0.59,336755,12,242289,0.71,0.312,0
42,131827,0.56,0.47,3,2,14,0.96,891275,60,95875,0.93,0.326,0
59,75165,1.08,0.21,2,14,2,0.49,975815,36,31957,0.54,0.538,0
56,156990,0.35,0.56,0,7,3,0.4,650544,48,199260,0.54,0.495,0
54,66906,0.47,0.74,0,9,4,0.81,377018,48,180394,0.64,0.486,0
47,87270,0.65,0.43,0,7,9,0.98,685474,12,96534,0.55,0.407,0
27,87072,0.73,0.61,2,11,8,0.46,764052,60,126507,0.68,0.568,0
23,79716,1.11,0.57,3,9,12,0.79,1062465,36,30918,0.68,0.583,0
53,86781,0.28,0.46,3,10,13,1.0,290045,24,66307,0.75,0.281,0
22,55301,1.21,0.17,0,3,10,0.56,802875,12,285053,0.32,0.586,0
36,70966,1.08,0.85,0,10,3,0.52,923398,36,226564,0.63,0.737,1
45,187366,0.37,0.22,0,13,12,0.59,824791,12,84038,0.62,0.328,0
35,141318,0.16,0.43,0,8,6,0.85,270805,24,195549,0.3,0.361,0
44,100501,0.06,0.13,1,6,8,0.91,70523,24,469509,0.41,0.196,0
35,178607,0.55,0.48,0,7,3,0.45,1175872,36,119458,0.69,0.478,0
51,85510,1.11,0.55,2,11,1,0.67,1143827,12,234360,0.46,0.644,1
34,73366,1.28,0.35,0,12,10,0.71,1130571,24,256757,0.6,0.58,0
34,35868,2.55,0.45,2,8,8,0.53,1098155,48,473465,0.46,0.997,1
26,169229,0.53,0.39,0,11,10,0.86,1067970,24,136421,0.92,0.313,0
34,65409,1.03,0.73,2,8,1,0.58,807978,36,463340,0.61,0.675,1
37,140734,0.5,0.46,2,12,14,0.42,840744,60,92160,0.35,0.532,0
38,195036,0.49,0.8,1,3,1,0.64,1147943,24,451681,0.94,0.486,0
40,128157,0.28,0.69,3,9,2,0.72,433515,48,162613,0.65,0.438,0
37,160934,0.32,0.87,3,0,2,0.8,614929,60,185103,0.73,0.478,0
36,101208,0.1,0.43,3,4,8,0.56,124054,60,77226,0.6,0.344,0
59,28178,1.91,0.38,2,5,2,0.86,647322,36,372444,0.7,0.698,1
52,21087,0.28,0.55,0,1,1,0.93,72109,48,328713,0.7,0.336,0
29,165665,0.56,0.57,1,4,10,0.91,1106466,24,200507,0.74,0.41,0
47,146827,0.26,0.29,0,12,14,0.5,453112,24,478246,0.48,0.37,0
53,181084,0.16,0.33,3,1,6,0.5,349087,48,424198,0.59,0.338,0
30,23489,3.98,0.79,0,12,1,0.96,1122537,24,110834,0.45,1.0,1
37,93547,0.51,0.29,0,3,5,0.99,570334,12,199131,0.95,0.241,0
56,22489,2.14,0.83,2,13,12,0.79,577393,36,344496,0.97,0.874,1
37,190349,0.49,0.87,0,14,4,0.43,1125173,36,223255,0.73,0.595,0
38,198530,0.37,0.65,1,8,8,0.67,875459,24,454231,0.31,0.524,0
43,195413,0.43,0.73,2,4,9,0.85,1015387,36,252663,0.58,0.477,0
54,69967,1.11,0.72,2,6,4,0.47,935796,36,378698,0.39,0.758,1
28,197125,0.38,0.78,3,13,10,0.82,908054,48,7678,0.82,0.44,0
33,159102,0.21,0.59,0,10,10,0.93,405829,12,25981,0.61,0.351,0
43,77575,0.99,0.87,2,3,4,0.71,917041,48,20878,0.78,0.654,1
40,111596,0.7,0.47,3,5,14,0.41,932079,48,297130,0.9,0.478,0
42,191097,0.32,0.37,1,0,9,0.84,731096,48,349179,0.68,0.306,0
43,109237,0.6,0.38,1,3,11,0.74,789364,24,321117,0.67,0.401,0
55,195687,0.5,0.48,0,13,3,0.95,1162703,24,48740,0.69,0.365,0
23,188324,0.38,0.86,1,12,6,0.48,853720,48,465425,0.96,0.508,0
54,54099,1.56,0.34,3,9,13,0.41,1014084,48,276245,0.95,0.637,1
53,185120,0.24,0.71,3,13,10,0.59,535222,12,75900,0.66,0.458,0
37,117836,0.24,0.42,0,5,4,0.87,339855,60,374502,0.94,0.245,0
39,55189,0.15,0.5,3,13,14,0.63,101851,48,338363,0.49,0.388,0
50,162887,0.24,0.21,2,14,6,0.58,475764,12,76342,0.74,0.27,0
43,103325,0.28,0.85,2,8,9,0.8,348600,24,137495,0.4,0.528,0
35,76755,0.52,0.89,2,1,9,0.76,478679,12,259249,0.47,0.596,0
34,193919,0.11,0.26,3,7,14,0.69,246329,12,62904,0.62,0.256,0
22,79526,0.86,0.11,3,14,5,0.82,821291,60,304886,0.56,0.378,0
59,143058,0.46,0.6,0,4,3,0.65,792130,60,140189,0.49,0.497,0
38,117500,0.37,0.81,0,12,8,0.92,515442,48,487083,0.9,0.412,0
26,28084,0.44,0.52,1,4,10,0.84,148269,60,439493,0.58,0.408,0
52,28742,2.98,0.71,1,0,4,0.94,1027117,36,181463,0.55,1.0,1
41,180299,0.51,0.17,3,6,13,0.76,1111241,24,268732,0.97,0.241,0
48,155146,0.34,0.64,0,14,3,0.72,636350,36,180959,0.53,0.459,0
47,64326,1.22,0.19,2,13,4,0.65,943160,24,104227,0.6,0.522,0
22,107699,0.44,0.34,2,1,3,0.59,569949,60,144503,0.32,0.447,0
53,156725,0.6,0.56,2,12,6,0.99,1126464,24,116253,0.92,0.364,0
36,171708,0.17,0.22,1,11,2,0.77,355952,48,424401,0.63,0.24,0
59,66531,1.35,0.8,2,9,6,0.84,1076507,12,159772,0.92,0.666,1
42,44776,0.88,0.86,2,7,12,0.44,472772,24,111297,0.66,0.701,1
33,175012,0.5,0.38,0,7,8,0.59,1059988,60,327330,0.95,0.35,0
22,89431,0.23,0.56,0,2,12,0.85,250207,36,55526,0.75,0.334,0
34,45922,0.49,0.53,0,0,5,0.89,267896,36,170413,0.81,0.368,0
58,89976,0.85,0.34,2,5,12,0.83,920765,60,61616,0.8,0.406,0
48,87999,0.78,0.65,0,9,10,0.68,828330,60,177407,0.55,0.576,0
27,75249,0.13,0.31,3,8,11,0.47,121496,24,220575,0.66,0.315,0
38,94348,0.29,0.82,0,1,12,0.73,324445,48,401111,0.61,0.492,0
56,125187,0.48,0.57,1,3,14,0.58,721772,24,128862,0.61,0.482,0
56,21777,2.4,0.55,1,4,14,0.7,627670,12,36873,0.97,0.858,1
24,187720,0.03,0.7,2,8,11,0.58,75003,60,7036,0.35,0.466,0
50,141372,0.28,0.3,1,8,6,0.79,478596,60,267055,0.35,0.347,0
44,131974,0.51,0.71,0,12,3,0.41,814385,48,119765,0.57,0.58,0
40,131470,0.56,0.68,1,9,8,0.76,888190,24,334654,0.59,0.508,0
51,168588,0.42,0.24,3,13,1,0.65,856287,24,301486,0.47,0.365,0
44,117729,0.61,0.57,3,14,9,0.58,857679,12,251526,0.74,0.488,0
27,67626,0.07,0.11,0,3,13,0.94,58612,12,316059,0.46,0.176,0
46,37338,2.33,0.42,1,13,6,0.49,1045839,24,175232,0.67,0.898,1
33,198270,0.17,0.64,2,3,6,0.86,399497,12,36470,0.41,0.412,0
28,167587,0.31,0.78,0,0,13,0.73,617230,36,152907,0.85,0.434,0
25,20604,4.75,0.86,1,6,7,0.83,1175249,48,42556,0.44,1.0,1
33,109329,0.13,0.77,3,3,6,0.49,173221,36,74442,0.97,0.41,0
49,103320,0.36,0.69,0,4,9,0.52,445241,24,387701,0.78,0.471,0
40,96994,0.78,0.79,0,11,3,0.72,907468,48,185084,0.58,0.612,1
34,65313,0.09,0.61,2,10,13,0.91,72517,48,460591,0.84,0.286,0
52,146955,0.65,0.35,1,3,12,0.52,1148499,48,266403,0.35,0.511,0
47,129389,0.77,0.31,1,12,11,0.48,1191757,60,277520,0.87,0.431,0
45,91983,0.25,0.18,1,11,5,0.53,274405,24,16043,0.71,0.277,0
24,88084,0.7,0.27,0,6,5,0.52,738824,36,98840,0.68,0.43,0
41,198755,0.1,0.89,1,8,10,0.83,246219,48,81459,0.48,0.475,0
38,83677,0.79,0.36,0,12,5,0.7,797411,24,196003,0.31,0.522,0
59,173215,0.41,0.65,0,9,2,0.85,843608,24,242282,0.8,0.4,0
35,54653,0.8,0.44,0,7,5,0.55,523263,48,279989,0.57,0.53,0
58,85874,1.01,0.42,2,12,7,0.52,1036902,60,365435,0.32,0.632,1
44,177714,0.14,0.82,2,7,3,0.63,301296,12,342297,0.6,0.476,0
28,26558,1.79,0.26,0,9,3,0.65,570480,60,35782,0.84,0.64,1
48,86446,0.78,0.4,3,11,10,0.91,806164,12,437171,0.54,0.445,0
41,132706,0.05,0.51,3,1,5,0.85,74054,12,282925,0.68,0.285,0
36,33010,1.43,0.4,0,8,9,0.76,566884,48,78694,0.88,0.57,0
36,40654,1.37,0.33,1,11,7,0.6,667759,24,267820,0.87,0.564,0
55,109939,0.3,0.28,1,2,6,0.54,397327,24,154466,0.52,0.361,0
37,156572,0.31,0.35,1,7,1,0.73,581501,12,257935,0.45,0.364,0
29,48662,1.43,0.85,1,8,12,0.93,834121,12,99407,0.71,0.727,1
55,188454,0.48,0.14,0,10,8,0.92,1090789,36,67556,0.72,0.241,0
49,119200,0.38,0.81,1,3,10,0.46,542643,12,311986,0.66,0.554,0
59,121062,0.51,0.31,0,11,3,0.83,741352,24,403781,0.55,0.36,0
38,147509,0.31,0.29,2,11,2,0.83,553267,48,405975,0.96,0.221,0
32,182532,0.35,0.29,3,3,9,0.41,768543,48,20409,0.44,0.419,0
39,192856,0.44,0.81,2,2,6,0.85,1018799,12,241500,0.71,0.482,0
42,150397,0.4,0.86,1,0,12,0.76,720838,36,462164,0.84,0.481,0
35,53465,1.15,0.8,0,10,6,0.42,736820,24,114383,0.62,0.76,1
21,194038,0.22,0.36,3,7,7,0.76,520034,24,247296,0.66,0.297,0
22,120223,0.54,0.71,2,14,6,0.97,785309,24,195696,0.69,0.451,0
28,21611,4.16,0.22,3,11,10,0.58,1080164,36,422168,0.65,1.0,1
42,44716,1.24,0.85,3,10,2,0.7,667183,36,81349,0.42,0.784,1
45,188032,0.31,0.39,2,14,7,0.93,700903,12,49645,0.66,0.296,0
22,56431,1.13,0.15,2,11,11,0.44,765836,36,58510,0.41,0.565,0
29,162591,0.04,0.36,2,14,2,0.94,84127,48,48279,0.51,0.246,0
29,86913,0.5,0.51,2,1,13,0.65,517300,24,481566,0.44,0.486,0
33,165385,0.06,0.74,3,5,11,0.71,115339,24,263025,0.86,0.36,0
26,43539,2.18,0.12,0,7,6,0.55,1137836,24,404302,0.76,0.725,1
50,174074,0.27,0.12,2,9,2,0.84,559362,36,145473,0.76,0.19,0
35,121167,0.7,0.22,3,8,10,0.6,1019784,60,76261,0.4,0.452,0
35,95278,0.3,0.4,3,11,11,0.88,341725,36,408389,0.63,0.313,0
27,99714,0.45,0.81,3,5,3,0.78,543822,12,317972,0.53,0.534,0
31,162703,0.1,0.81,1,12,7,0.6,191868,36,266588,0.88,0.413,0
58,22312,0.85,0.11,2,3,8,0.53,226309,48,430844,0.51,0.443,0
22,143551,0.21,0.82,2,1,9,0.78,358971,48,319117,0.95,0.393,0
59,85119,0.55,0.52,1,13,14,0.45,559020,24,108550,0.85,0.46,0
30,90415,0.99,0.18,0,11,1,0.89,1072049,48,294874,0.57,0.419,0
37,103231,0.6,0.56,2,1,11,0.94,742033,60,29471,0.95,0.368,0
27,96568,0.87,0.56,0,11,8,0.64,1005116,12,304330,0.7,0.546,0
59,130429,0.77,0.89,1,6,4,0.42,1197816,12,216037,0.33,0.754,1
24,81476,0.62,0.23,1,13,5,0.98,602948,24,481592,0.51,0.338,0
55,60610,1.11,0.76,1,7,10,0.69,809599,24,83224,0.55,0.696,1
56,139084,0.36,0.44,1,6,11,0.95,602358,12,119102,0.92,0.27,0
51,157703,0.51,0.31,3,10,1,1.0,959895,24,139655,0.4,0.356,0
45,72003,0.42,0.59,1,8,2,0.81,359641,36,300980,0.3,0.49,0
33,51349,1.31,0.59,2,12,2,0.59,808068,60,158562,0.84,0.648,1
38,39416,1.15,0.11,1,14,9,0.8,544700,36,458586,0.42,0.482,0
41,51057,0.43,0.14,0,2,6,0.98,261771,48,92562,0.94,0.173,0
21,121369,0.28,0.83,1,1,2,0.48,406852,48,458384,0.99,0.466,0
56,175075,0.3,0.71,3,0,6,0.68,639901,36,240338,0.86,0.416,0
28,144121,0.04,0.55,3,2,7,0.62,63892,48,86310,0.56,0.366,0
41,83690,0.52,0.7,1,7,8,0.54,523137,60,363570,0.57,0.553,0
41,182046,0.05,0.17,2,0,12,0.7,110184,24,435332,0.84,0.164,0
47,195199,0.27,0.61,0,6,1,0.42,625001,12,461252,0.96,0.405,0
39,158958,0.21,0.44,2,0,6,0.58,395643,36,205426,0.81,0.328,0
43,131963,0.13,0.48,2,9,14,0.54,210556,48,232727,0.58,0.376,0
55,126626,0.06,0.75,2,1,4,0.85,87729,48,481553,0.4,0.428,0
25,184466,0.41,0.79,0,6,12,0.45,900909,36,306130,0.35,0.619,1
28,25886,0.27,0.67,2,5,6,0.76,84163,48,412534,0.73,0.404,0
31,39091,1.31,0.25,1,3,5,0.59,614899,36,245776,0.47,0.603,1
36,87639,0.24,0.38,0,2,2,0.87,247344,48,36935,0.88,0.243,0
59,55149,1.34,0.88,1,5,12,0.47,885851,12,74133,0.54,0.841,1
44,185474,0.17,0.49,2,3,6,0.8,370965,24,121790,0.98,0.258,0
41,35176,2.08,0.61,1,2,4,0.59,877560,60,167286,0.73,0.87,1
43,177243,0.11,0.69,2,1,11,0.48,235974,48,409141,0.9,0.393,0
58,31447,3.11,0.35,3,0,5,0.58,1174317,12,62742,0.68,1.0,1
28,110798,0.34,0.35,3,2,8,0.62,457747,36,246110,0.44,0.396,0
27,112823,0.81,0.4,0,9,13,0.52,1096574,48,211455,0.48,0.542,0
22,164168,0.49,0.2,1,7,13,0.69,968917,60,208493,0.85,0.285,0
50,32291,0.65,0.73,2,13,10,0.41,253292,60,217252,0.9,0.556,0
33,136299,0.57,0.65,0,0,1,0.98,931564,48,170672,0.73,0.428,0
43,115191,0.22,0.65,1,1,2,0.71,299602,36,15534,0.69,0.402,0
49,82976,0.48,0.53,2,10,10,0.44,479102,48,219936,0.36,0.546,0
58,40446,2.45,0.49,2,12,13,0.89,1190071,36,490252,0.46,0.914,1
57,58281,1.63,0.69,3,7,9,0.49,1137163,36,333440,0.71,0.809,1
40,60800,1.63,0.51,0,10,9,0.74,1192183,48,299098,0.38,0.762,1
53,172739,0.5,0.45,3,0,7,0.85,1030716,36,319485,0.56,0.4,0
49,78338,1.16,0.13,1,9,5,0.57,1090122,24,187188,0.44,0.534,0
35,70705,1.32,0.64,3,7,3,0.53,1118886,36,434589,0.7,0.708,1
43,157816,0.19,0.35,3,10,4,0.59,362804,12,376820,0.68,0.316,0
23,148331,0.4,0.35,2,7,6,0.53,711183,36,12359,0.32,0.452,0
57,47451,1.4,0.78,1,0,9,0.6,798011,24,81921,0.54,0.795,1
49,162491,0.04,0.86,3,5,14,0.8,70981,24,480174,0.69,0.413,0
28,187410,0.28,0.3,0,10,3,0.43,629790,60,186545,0.51,0.387,0
42,197160,0.07,0.54,3,2,13,0.44,166572,24,257773,0.61,0.397,0
49,108215,0.16,0.77,3,2,11,0.71,207098,48,304341,0.97,0.373,0
22,61619,1.13,0.44,1,11,3,0.64,832390,48,97900,0.38,0.632,1
21,37348,2.29,0.52,3,10,6,0.48,1027947,36,453896,0.67,0.924,1
40,112186,0.29,0.55,0,8,9,0.48,390822,24,223915,0.69,0.431,0
41,135675,0.22,0.28,2,3,1,0.78,350376,48,247983,0.36,0.325,0
57,101831,0.71,0.42,0,11,8,0.46,873714,24,217171,0.46,0.54,0
28,92902,1.07,0.13,0,7,7,0.6,1193981,24,150037,0.87,0.419,0
47,104050,0.43,0.68,0,10,11,0.61,539490,60,344023,0.54,0.516,0
55,125525,0.15,0.84,1,14,2,0.56,218608,48,280234,0.39,0.542,0
26,101489,0.71,0.23,0,12,3,0.89,867204,36,337084,0.79,0.322,0
39,64174,0.98,0.86,1,6,7,0.49,756902,48,418295,0.46,0.756,1
38,127772,0.48,0.26,2,9,7,0.93,742275,60,432642,0.92,0.241,0
21,188806,0.24,0.64,2,4,6,0.51,554176,36,230630,0.61,0.46,0
45,105426,0.63,0.59,3,8,14,0.97,799286,36,279864,0.88,0.394,0
47,132068,0.75,0.25,3,12,1,0.86,1193394,24,168457,0.36,0.431,0
27,158791,0.45,0.11,2,6,2,0.52,862251,48,171512,0.35,0.377,0
49,192260,0.38,0.51,0,0,10,0.56,869823,12,218034,0.59,0.444,0
51,168474,0.35,0.25,2,10,2,0.94,702644,12,327196,0.35,0.317,0
56,94948,0.59,0.79,2,11,13,0.92,677441,12,447284,0.34,0.572,0
39,52228,0.97,0.77,1,10,6,0.91,610378,24,438613,0.56,0.618,1
26,66982,0.69,0.18,2,0,14,0.9,552215,12,406419,0.45,0.366,0
45,56125,1.48,0.18,1,9,10,0.74,993905,12,163917,0.36,0.613,1
51,67562,0.41,0.18,2,3,6,0.73,332613,36,95982,0.61,0.298,0
29,52307,0.18,0.88,1,3,6,0.83,110357,36,162170,0.48,0.491,0
40,156806,0.32,0.13,3,10,5,0.97,599294,12,429515,0.64,0.204,0
30,64064,1.13,0.59,0,8,13,0.68,868196,24,372653,0.31,0.691,1
57,54314,1.02,0.39,2,7,11,0.84,662426,60,315655,0.62,0.5,0
47,99227,0.44,0.76,1,5,8,0.68,522588,24,226901,0.38,0.564,0
33,87147,0.16,0.84,2,7,9,0.8,171038,60,229219,0.78,0.418,0
22,23977,4.17,0.43,0,6,13,0.58,1199707,36,245421,0.86,1.0,1
41,57875,1.59,0.79,3,9,4,0.88,1102395,12,446580,0.9,0.718,1
53,57380,0.98,0.36,0,1,4,0.57,671587,48,194051,0.4,0.577,0
44,44046,1.19,0.12,0,4,8,0.5,630405,60,446103,0.44,0.552,0
54,194359,0.28,0.54,0,2,9,0.58,662818,12,432237,0.73,0.397,0
29,40895,1.73,0.25,0,2,13,0.88,848821,36,295766,0.46,0.652,1
22,34325,1.28,0.16,2,0,8,0.68,526387,12,182169,0.91,0.458,0
50,118859,0.48,0.58,3,3,11,0.8,683711,12,258629,0.81,0.401,0
42,44781,0.24,0.45,2,0,11,0.98,129581,48,159977,0.68,0.286,0
31,165298,0.09,0.77,0,9,4,0.78,185732,60,14305,0.84,0.368,0
37,127497,0.42,0.14,1,14,2,0.81,638655,12,36140,0.73,0.246,0
56,171319,0.45,0.31,1,14,14,0.89,930363,60,32734,0.8,0.283,0
33,36501,0.53,0.25,2,1,12,0.8,231703,60,428200,0.33,0.394,0
27,122155,0.73,0.23,0,10,6,0.41,1074193,24,275135,0.42,0.497,0
36,56529,0.47,0.88,1,1,3,0.58,315725,48,252341,0.68,0.574,0
53,41874,1.53,0.89,1,6,14,0.84,769850,36,229905,0.89,0.748,1
21,190211,0.23,0.39,3,2,12,0.41,522533,24,251730,0.52,0.408,0
31,139924,0.36,0.3,2,5,2,0.73,603751,36,297190,0.31,0.387,0
26,47277,1.22,0.7,1,11,11,0.99,690925,24,18545,0.68,0.616,1
40,58471,1.52,0.26,2,12,1,0.95,1067055,60,25826,0.31,0.619,1
55,193080,0.09,0.49,1,0,9,0.97,217499,12,468651,0.59,0.282,0
57,180954,0.49,0.31,3,7,7,0.9,1064987,60,441373,0.85,0.281,0
46,116867,0.33,0.53,3,8,10,0.82,459249,12,474136,0.8,0.344,0
32,88536,0.41,0.73,0,10,12,0.46,433688,12,456722,0.42,0.582,0
50,156587,0.29,0.56,3,10,9,0.53,540773,24,409559,0.4,0.483,0
48,63147,0.13,0.88,1,2,9,0.89,97022,60,470294,0.63,0.437,0
47,32719,0.23,0.29,3,9,9,0.53,90122,48,298134,0.89,0.275,0
39,110642,0.84,0.27,3,8,3,0.63,1109941,24,10890,0.53,0.472,0
25,180111,0.18,0.87,2,11,14,0.6,398363,36,456263,0.33,0.563,0
25,194132,0.35,0.74,1,2,14,0.64,813188,48,324447,0.7,0.479,0
47,114754,0.42,0.61,1,12,3,0.96,576381,24,424895,0.83,0.361,0
48,130146,0.67,0.31,2,0,10,0.49,1049606,36,157674,0.45,0.488,0
46,143621,0.51,0.41,1,14,6,0.75,881760,36,85172,0.98,0.325,0
47,119378,0.34,0.52,1,13,5,0.53,487159,48,439374,0.51,0.459,0
41,174984,0.48,0.26,1,2,14,0.81,1007192,48,367254,0.99,0.251,0
21,113074,0.51,0.75,2,6,4,0.98,689199,24,340709,0.39,0.516,0
48,148546,0.48,0.38,1,7,3,0.58,864052,12,56003,0.93,0.351,0
35,129199,0.68,0.66,0,4,3,0.48,1056610,12,334937,0.87,0.531,0
37,148068,0.34,0.71,2,2,4,0.47,600196,60,440523,0.83,0.474,0
46,194164,0.39,0.38,0,7,8,0.49,918835,36,29056,0.61,0.41,0
40,111304,0.46,0.23,0,4,5,0.84,610898,24,191378,0.63,0.302,0
45,40405,0.49,0.61,3,3,4,0.87,237939,24,219169,0.73,0.416,0
33,165088,0.17,0.48,2,0,3,0.45,345257,36,57404,0.84,0.353,0
53,161341,0.29,0.66,3,1,8,0.53,569379,36,439227,0.86,0.426,0
45,94898,0.51,0.54,0,2,7,0.85,577396,60,166789,0.52,0.442,0
28,122487,0.42,0.87,0,9,3,0.43,611380,36,68900,0.98,0.528,0
25,125773,0.43,0.24,0,8,11,0.55,647668,48,484164,0.86,0.31,0
26,33115,0.53,0.62,2,8,4,0.95,209135,12,151405,0.41,0.478,0
43,36974,2.28,0.26,1,14,5,0.61,1011965,60,238521,0.93,0.753,1
50,92727,0.58,0.16,3,7,6,0.42,644256,12,395842,0.88,0.341,0
34,80835,0.05,0.18,0,1,3,0.61,51852,24,233409,0.84,0.186,0
43,22224,2.58,0.64,2,4,7,0.81,687873,36,232107,0.74,0.959,1
31,147757,0.58,0.21,0,3,2,0.48,1019621,36,62070,0.36,0.45,0
51,25333,1.45,0.14,0,13,2,0.71,440334,12,402494,0.62,0.546,0
26,83239,0.11,0.77,3,4,8,0.7,109365,60,64553,0.6,0.437,0
31,133327,0.64,0.89,0,10,13,0.92,1024777,48,69356,0.71,0.546,0
33,124437,0.46,0.86,0,3,3,0.74,682287,24,153036,0.97,0.474,0
32,178287,0.35,0.72,0,13,1,0.82,754795,12,198443,0.31,0.514,0
22,144496,0.32,0.55,2,6,8,0.75,561119,48,457435,0.96,0.33,0
55,64228,1.11,0.3,2,10,8,0.9,853771,12,48703,0.84,0.435,0
